device,activeDuration,bestScore,bestScoreIndex,bestSubMeanCount,bestSubMeanRatio,consecutivePlayRatio,meanScore,playCount,sdScore,worstScore,firstPlayTime,lastPlayTime,individualOPEnd,individualCPEnd,playsInCP,is_churned,observationPeriodDays,churnPredictionDays
352316058725619,0.0,43,0.0,0.0,0.0,0.0,43.0,1,0.0,43,2015-04-25 11:53:10,2015-04-25 11:53:10,2015-04-30 11:53:10,2015-05-10 11:53:10,0,1,5,10
352316058729876,0.0,189,0.0,0.0,0.0,0.0,189.0,1,0.0,189,2015-07-02 13:03:32,2015-07-02 13:03:32,2015-07-07 13:03:32,2015-07-17 13:03:32,0,1,5,10
352316058742382,19.721666666666668,62,0.3333333333333333,7.583333333333333,2.757575757575758,1.0,16.5,6,22.704625079485456,2,2015-12-18 10:27:06,2015-12-19 06:10:24,2015-12-23 10:27:06,2016-01-02 10:27:06,0,1,5,10
352316058770532,0.024444444444444446,135,0.5,21.5,0.4673913043478261,1.0,92.0,2,60.81118318204309,49,2015-04-16 02:36:51,2015-04-16 02:38:19,2015-04-21 02:36:51,2015-05-01 02:36:51,0,1,5,10
352316058778774,0.010277777777777778,371,0.0,81.0,0.7751196172248804,1.0,209.0,2,229.1025971044414,47,2015-07-27 13:12:21,2015-07-27 13:12:58,2015-08-01 13:12:21,2015-08-11 13:12:21,0,1,5,10
352316058785530,1.0494444444444444,288,0.21428571428571427,10.658163265306124,1.0751415337107566,1.0,138.78571428571428,14,74.01577645904396,26,2015-02-22 05:39:28,2015-02-22 06:42:26,2015-02-27 05:39:28,2015-03-09 05:39:28,0,1,5,10
352316058793567,27.361666666666668,209,0.0,46.75,0.8095238095238095,0.0,115.5,2,132.22896808188437,22,2015-11-30 09:52:22,2015-12-01 13:14:04,2015-12-05 09:52:22,2015-12-15 09:52:22,3,0,5,10
352316058795174,0.0,342,0.0,0.0,0.0,0.0,342.0,1,0.0,342,2015-04-11 08:48:16,2015-04-11 08:48:16,2015-04-16 08:48:16,2015-04-26 08:48:16,0,1,5,10
352316058800321,0.0125,110,0.5,23.75,0.76,1.0,62.5,2,67.17514421272202,15,2015-02-21 08:24:49,2015-02-21 08:25:34,2015-02-26 08:24:49,2015-03-08 08:24:49,0,1,5,10
352316058808365,0.013333333333333334,33,0.6666666666666666,6.0,1.2,1.0,15.0,3,15.588457268119896,6,2015-03-07 11:50:13,2015-03-07 11:51:01,2015-03-12 11:50:13,2015-03-22 11:50:13,0,1,5,10
352316058829445,0.0,14,0.0,0.0,0.0,0.0,14.0,1,0.0,14,2015-05-10 22:05:46,2015-05-10 22:05:46,2015-05-15 22:05:46,2015-05-25 22:05:46,1,0,5,10
352316058837059,42.72472222222222,247,0.4166666666666667,11.993055555555557,1.3961196443007278,1.0,103.08333333333333,12,86.87133467305995,0,2015-04-05 13:26:01,2015-04-07 08:09:30,2015-04-10 13:26:01,2015-04-20 13:26:01,7,0,5,10
352316058862198,0.0,14,0.0,0.0,0.0,0.0,14.0,1,0.0,14,2016-02-10 10:16:45,2016-02-10 10:16:45,2016-02-15 10:16:45,2016-02-25 10:16:45,0,1,5,10
352316058872486,0.01361111111111111,101,0.6666666666666666,12.666666666666666,0.6031746031746031,1.0,63.0,3,54.945427471264615,0,2015-05-02 07:15:20,2015-05-02 07:16:09,2015-05-07 07:15:20,2015-05-17 07:15:20,0,1,5,10
352316058896097,1.0227777777777778,536,0.2,25.089999999999996,0.8800420904945632,1.0,285.1,10,192.62366878911268,29,2015-01-17 09:23:03,2015-01-17 10:24:25,2015-01-22 09:23:03,2015-02-01 09:23:03,0,1,5,10
352316058946306,0.0,170,0.0,0.0,0.0,0.0,170.0,1,0.0,170,2015-05-03 02:00:54,2015-05-03 02:00:54,2015-05-08 02:00:54,2015-05-18 02:00:54,0,1,5,10
352316058985726,0.0,29,0.0,0.0,0.0,0.0,29.0,1,0.0,29,2015-05-04 23:07:53,2015-05-04 23:07:53,2015-05-09 23:07:53,2015-05-19 23:07:53,0,1,5,10
352316058986096,0.10138888888888889,281,0.0,23.296875,1.9696169088507265,1.0,94.625,8,111.56156212090768,1,2015-01-14 22:45:50,2015-01-14 22:51:55,2015-01-19 22:45:50,2015-01-29 22:45:50,0,1,5,10
352316058992813,72.69333333333333,202,0.6875,7.91015625,1.6777133388566694,0.9333333333333333,75.4375,16,54.54291124121142,1,2015-10-12 12:17:18,2015-10-15 12:58:54,2015-10-17 12:17:18,2015-10-27 12:17:18,0,1,5,10
352316059005987,0.020277777777777777,241,0.5,44.25,0.580327868852459,1.0,152.5,2,125.15790027001891,64,2015-10-02 05:21:58,2015-10-02 05:23:11,2015-10-07 05:21:58,2015-10-17 05:21:58,0,1,5,10
352316059007736,0.05333333333333334,90,0.5,5.833333333333333,0.6363636363636364,1.0,55.0,6,32.77193921634788,9,2015-07-18 11:39:04,2015-07-18 11:42:16,2015-07-23 11:39:04,2015-08-02 11:39:04,1,0,5,10
352316059010920,0.03138888888888889,145,0.0,18.88888888888889,0.6415094339622642,1.0,88.33333333333333,3,58.58611894752317,28,2016-01-03 07:08:37,2016-01-03 07:10:30,2016-01-08 07:08:37,2016-01-18 07:08:37,0,1,5,10
352316059031504,0.012222222222222223,93,0.5,20.25,0.7714285714285715,1.0,52.5,2,57.27564927611035,12,2015-09-12 08:47:35,2015-09-12 08:48:19,2015-09-17 08:47:35,2015-09-27 08:47:35,0,1,5,10
352316059067318,0.034722222222222224,340,0.6666666666666666,57.666666666666664,1.035928143712575,1.0,167.0,3,166.00903589865223,9,2015-04-01 12:20:02,2015-04-01 12:22:07,2015-04-06 12:20:02,2015-04-16 12:20:02,0,1,5,10
352316059082945,0.0,41,0.0,0.0,0.0,0.0,41.0,1,0.0,41,2015-02-18 15:52:38,2015-02-18 15:52:38,2015-02-23 15:52:38,2015-03-05 15:52:38,0,1,5,10
352316059096333,12.32,401,0.5,34.55555555555556,1.070567986230637,1.0,193.66666666666666,6,127.56749847303061,41,2015-05-01 12:48:45,2015-05-02 01:07:57,2015-05-06 12:48:45,2015-05-16 12:48:45,0,1,5,10
352316059122881,0.015833333333333335,54,0.0,6.111111111111112,0.5140186915887851,1.0,35.666666666666664,3,18.502252115170556,17,2016-01-21 10:11:54,2016-01-21 10:12:51,2016-01-26 10:11:54,2016-02-05 10:11:54,0,1,5,10
352316059123970,0.03166666666666667,229,0.3333333333333333,15.333333333333334,0.25136612021857924,1.0,183.0,3,39.88734135035826,158,2015-12-26 07:03:00,2015-12-26 07:04:54,2015-12-31 07:03:00,2016-01-10 07:03:00,0,1,5,10
352316059131783,0.07888888888888888,66,0.3333333333333333,10.777777777777779,0.9603960396039606,1.0,33.666666666666664,3,29.56912804486012,8,2015-03-22 04:27:30,2015-03-22 04:32:14,2015-03-27 04:27:30,2015-04-06 04:27:30,0,1,5,10
352316059149694,51.40833333333333,718,0.8888888888888888,24.5,1.592057761732852,0.9411764705882353,277.0,18,197.22337291388516,13,2015-01-17 09:32:38,2015-01-19 12:57:08,2015-01-22 09:32:38,2015-02-01 09:32:38,1,0,5,10
352316059153266,0.025555555555555557,165,0.0,13.5,0.1956521739130435,1.0,138.0,2,38.18376618407357,111,2015-01-16 10:47:59,2015-01-16 10:49:31,2015-01-21 10:47:59,2015-01-31 10:47:59,0,1,5,10
352316059196737,0.034444444444444444,402,0.5,70.0,0.5343511450381679,1.0,262.0,2,197.9898987322333,122,2015-05-02 06:25:12,2015-05-02 06:27:16,2015-05-07 06:25:12,2015-05-17 06:25:12,2,0,5,10
352316059217004,0.024444444444444446,116,0.3333333333333333,19.22222222222222,0.9885714285714285,1.0,58.333333333333336,3,56.53612414495119,3,2016-01-17 02:27:02,2016-01-17 02:28:30,2016-01-22 02:27:02,2016-02-01 02:27:02,0,1,5,10
352316059231914,0.0,87,0.0,0.0,0.0,0.0,87.0,1,0.0,87,2015-05-28 08:55:49,2015-05-28 08:55:49,2015-06-02 08:55:49,2015-06-12 08:55:49,0,1,5,10
352316059245989,36.566944444444445,146,0.0,16.5,0.2920353982300885,0.0,113.0,2,46.66904755831214,80,2016-01-06 15:41:10,2016-01-08 04:15:11,2016-01-11 15:41:10,2016-01-21 15:41:10,0,1,5,10
352316059248397,2.19,152,0.0,12.972222222222221,1.0494382022471909,1.0,74.16666666666667,6,71.33419002600833,0,2015-02-26 01:34:01,2015-02-26 03:45:25,2015-03-03 01:34:01,2015-03-13 01:34:01,0,1,5,10
352316059250161,0.0,83,0.0,0.0,0.0,0.0,83.0,1,0.0,83,2015-03-06 07:07:41,2015-03-06 07:07:41,2015-03-11 07:07:41,2015-03-21 07:07:41,0,1,5,10
352316059251532,0.011111111111111112,37,0.5,4.5,0.32142857142857145,1.0,28.0,2,12.727922061357855,19,2015-08-20 11:16:20,2015-08-20 11:17:00,2015-08-25 11:16:20,2015-09-04 11:16:20,0,1,5,10
352316059260327,0.0,20,0.0,0.0,0.0,0.0,20.0,1,0.0,20,2016-04-17 01:17:47,2016-04-17 01:17:47,2016-04-22 01:17:47,2016-05-02 01:17:47,0,1,5,10
352316059279186,0.0,33,0.0,0.0,0.0,0.0,33.0,1,0.0,33,2015-01-30 16:13:20,2015-01-30 16:13:20,2015-02-04 16:13:20,2015-02-14 16:13:20,0,1,5,10
352316059282420,0.005555555555555556,24,0.5,2.5,0.2631578947368421,1.0,19.0,2,7.0710678118654755,14,2015-03-14 14:21:05,2015-03-14 14:21:25,2015-03-19 14:21:05,2015-03-29 14:21:05,0,1,5,10
352316059288807,0.012222222222222223,108,0.5,11.75,0.2781065088757396,1.0,84.5,2,33.23401871576773,61,2016-02-08 11:32:07,2016-02-08 11:32:51,2016-02-13 11:32:07,2016-02-23 11:32:07,0,1,5,10
352316059302038,0.006666666666666667,70,0.0,17.0,0.9444444444444444,1.0,36.0,2,48.08326112068523,2,2015-09-30 08:55:31,2015-09-30 08:55:55,2015-10-05 08:55:31,2015-10-15 08:55:31,0,1,5,10
352316059318414,0.018055555555555554,183,0.0,9.5,0.11585365853658537,1.0,164.0,2,26.870057685088806,145,2015-01-28 09:10:54,2015-01-28 09:11:59,2015-02-02 09:10:54,2015-02-12 09:10:54,0,1,5,10
352316059328561,21.466666666666665,831,0.6666666666666666,25.90432098765432,1.2784463061690785,1.0,364.72222222222223,18,238.00440073923386,12,2015-04-17 13:53:11,2015-04-18 11:21:11,2015-04-22 13:53:11,2015-05-02 13:53:11,0,1,5,10
352316059338982,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,2015-12-05 00:20:32,2015-12-05 00:20:32,2015-12-10 00:20:32,2015-12-20 00:20:32,0,1,5,10
352316059341523,0.023055555555555555,92,0.5,21.0,0.84,1.0,50.0,2,59.39696961966999,8,2015-03-11 13:21:22,2015-03-11 13:22:45,2015-03-16 13:21:22,2015-03-26 13:21:22,0,1,5,10
352316059343933,98.58916666666667,1326,0.5925925925925926,19.762002743484228,4.122621261983117,0.9811320754716981,258.85185185185185,54,290.63225855621585,0,2015-02-22 10:51:42,2015-02-26 13:27:03,2015-02-27 10:51:42,2015-03-09 10:51:42,24,0,5,10
352316059348254,0.015833333333333335,194,0.5,31.5,0.48091603053435117,1.0,131.0,2,89.09545442950498,68,2015-05-26 06:14:02,2015-05-26 06:14:59,2015-05-31 06:14:02,2015-06-10 06:14:02,0,1,5,10
352316059362024,0.0,150,0.0,0.0,0.0,0.0,150.0,1,0.0,150,2015-03-09 11:08:16,2015-03-09 11:08:16,2015-03-14 11:08:16,2015-03-24 11:08:16,1,0,5,10
352316059393219,0.0,229,0.0,0.0,0.0,0.0,229.0,1,0.0,229,2015-03-29 13:52:52,2015-03-29 13:52:52,2015-04-03 13:52:52,2015-04-13 13:52:52,0,1,5,10
352316059420111,0.0,119,0.0,0.0,0.0,0.0,119.0,1,0.0,119,2015-10-03 14:33:53,2015-10-03 14:33:53,2015-10-08 14:33:53,2015-10-18 14:33:53,0,1,5,10
352316059427850,0.019166666666666665,243,0.5,60.75,1.0,1.0,121.5,2,171.82694782833104,0,2015-11-27 12:23:29,2015-11-27 12:24:38,2015-12-02 12:23:29,2015-12-12 12:23:29,0,1,5,10
352316059486492,0.021666666666666667,190,0.5,21.75,0.29692832764505117,1.0,146.5,2,61.518289963229634,103,2015-09-05 23:21:26,2015-09-05 23:22:44,2015-09-10 23:21:26,2015-09-20 23:21:26,0,1,5,10
352316059494918,0.1025,86,0.7272727272727273,5.082644628099174,1.8580060422960725,1.0,30.09090909090909,11,30.61194062928564,1,2015-07-24 11:28:02,2015-07-24 11:34:11,2015-07-29 11:28:02,2015-08-08 11:28:02,2,0,5,10
352316059525331,0.0,96,0.0,0.0,0.0,0.0,96.0,1,0.0,96,2015-06-06 09:10:13,2015-06-06 09:10:13,2015-06-11 09:10:13,2015-06-21 09:10:13,0,1,5,10
352316059530836,0.02,76,0.3333333333333333,7.111111111111112,0.39024390243902446,1.0,54.666666666666664,3,22.5905584998099,31,2015-08-12 13:58:54,2015-08-12 14:00:06,2015-08-17 13:58:54,2015-08-27 13:58:54,0,1,5,10
352316059561021,25.2325,549,0.0,3.2222222222222094,0.01792336217552527,0.5,539.3333333333334,3,9.073771725877467,531,2015-09-12 01:54:34,2015-09-13 03:08:31,2015-09-17 01:54:34,2015-09-27 01:54:34,0,1,5,10
352316059582324,0.019444444444444445,79,0.3333333333333333,11.111111111111112,0.7299270072992702,1.0,45.666666666666664,3,40.21608301828179,1,2015-04-03 10:48:12,2015-04-03 10:49:22,2015-04-08 10:48:12,2015-04-18 10:48:12,0,1,5,10
352316059588958,0.0,30,0.0,0.0,0.0,0.0,30.0,1,0.0,30,2015-03-04 04:55:20,2015-03-04 04:55:20,2015-03-09 04:55:20,2015-03-19 04:55:20,0,1,5,10
352316059607220,0.008333333333333333,165,0.0,25.25,0.4410480349344978,1.0,114.5,2,71.4177848998413,64,2015-08-10 07:41:05,2015-08-10 07:41:35,2015-08-15 07:41:05,2015-08-25 07:41:05,0,1,5,10
352316059614937,0.06111111111111111,98,0.0,12.083333333333334,2.843137254901961,1.0,25.5,6,36.506163863106735,2,2015-01-23 10:50:00,2015-01-23 10:53:40,2015-01-28 10:50:00,2015-02-07 10:50:00,0,1,5,10
352316059633416,48.2225,119,0.9,8.32,2.3240223463687153,0.8888888888888888,35.8,10,31.154810579142065,21,2015-03-03 11:05:16,2015-03-05 11:18:37,2015-03-08 11:05:16,2015-03-18 11:05:16,0,1,5,10
352316059648992,0.0,89,0.0,0.0,0.0,0.0,89.0,1,0.0,89,2015-01-26 15:55:51,2015-01-26 15:55:51,2015-01-31 15:55:51,2015-02-10 15:55:51,0,1,5,10
352316059664643,0.0,165,0.0,0.0,0.0,0.0,165.0,1,0.0,165,2015-09-22 11:34:59,2015-09-22 11:34:59,2015-09-27 11:34:59,2015-10-07 11:34:59,0,1,5,10
352316059679419,4.610833333333333,1007,0.8333333333333334,113.47222222222221,2.0873786407766985,1.0,326.1666666666667,6,373.2968881020396,39,2015-03-01 06:21:40,2015-03-01 10:58:19,2015-03-06 06:21:40,2015-03-16 06:21:40,0,1,5,10
352316059693261,0.0,226,0.0,0.0,0.0,0.0,226.0,1,0.0,226,2015-12-01 12:41:32,2015-12-01 12:41:32,2015-12-06 12:41:32,2015-12-16 12:41:32,0,1,5,10
352316059698781,0.10138888888888889,207,0.25,17.0625,0.4918918918918919,1.0,138.75,4,45.87937081812115,110,2015-02-24 04:04:30,2015-02-24 04:10:35,2015-03-01 04:04:30,2015-03-11 04:04:30,2,0,5,10
352316059699995,108.48805555555556,210,0.0,20.0,0.9090909090909091,0.75,110.0,5,76.85375722760729,27,2015-02-19 15:39:53,2015-02-24 04:09:10,2015-02-24 15:39:53,2015-03-06 15:39:53,1,0,5,10
352316059743769,0.0,54,0.0,0.0,0.0,0.0,54.0,1,0.0,54,2015-05-03 01:43:23,2015-05-03 01:43:23,2015-05-08 01:43:23,2015-05-18 01:43:23,0,1,5,10
352316059752786,0.0,36,0.0,0.0,0.0,0.0,36.0,1,0.0,36,2016-03-05 12:26:25,2016-03-05 12:26:25,2016-03-10 12:26:25,2016-03-20 12:26:25,0,1,5,10
352316059767693,0.0525,104,0.25,15.5625,1.4910179640718564,1.0,41.75,4,42.24038352098617,14,2015-06-13 09:44:09,2015-06-13 09:47:18,2015-06-18 09:44:09,2015-06-28 09:44:09,0,1,5,10
352316059771257,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,2015-05-05 09:49:13,2015-05-05 09:49:13,2015-05-10 09:49:13,2015-05-20 09:49:13,0,1,5,10
352316059813539,0.025277777777777777,32,0.0,7.75,0.9393939393939394,1.0,16.5,2,21.920310216782973,1,2015-01-19 13:25:18,2015-01-19 13:26:49,2015-01-24 13:25:18,2015-02-03 13:25:18,0,1,5,10
352316059816953,0.0,61,0.0,0.0,0.0,0.0,61.0,1,0.0,61,2015-11-27 07:54:18,2015-11-27 07:54:18,2015-12-02 07:54:18,2015-12-12 07:54:18,0,1,5,10
352316059853055,0.009722222222222222,47,0.0,1.25,0.056179775280898875,1.0,44.5,2,3.5355339059327378,42,2015-03-15 01:21:56,2015-03-15 01:22:31,2015-03-20 01:21:56,2015-03-30 01:21:56,0,1,5,10
352316059853576,77.51777777777778,203,0.4,12.86,1.7284946236559138,0.8888888888888888,74.4,10,60.15572384329783,3,2015-06-10 03:36:55,2015-06-13 09:07:59,2015-06-15 03:36:55,2015-06-25 03:36:55,0,1,5,10
352316059939383,0.0,1,0.0,0.0,0.0,0.0,1.0,1,0.0,1,2015-04-11 15:36:10,2015-04-11 15:36:10,2015-04-16 15:36:10,2015-04-26 15:36:10,0,1,5,10
352316059942866,0.0,22,0.0,0.0,0.0,0.0,22.0,1,0.0,22,2015-03-21 03:24:41,2015-03-21 03:24:41,2015-03-26 03:24:41,2015-04-05 03:24:41,0,1,5,10
352316059983589,0.0375,61,0.0,7.333333333333333,0.5641025641025641,1.0,39.0,3,22.0,17,2015-04-15 13:06:26,2015-04-15 13:08:41,2015-04-20 13:06:26,2015-04-30 13:06:26,0,1,5,10
352317050051392,114.0225,754,0.7586206896551724,9.44678953626635,2.6586630971304275,0.9649122807017544,206.08620689655172,58,188.77725521660264,0,2015-02-05 16:50:15,2015-02-10 10:51:36,2015-02-10 16:50:15,2015-02-20 16:50:15,1,0,5,10
352317050057811,0.0,127,0.0,0.0,0.0,0.0,127.0,1,0.0,127,2015-02-23 12:14:58,2015-02-23 12:14:58,2015-02-28 12:14:58,2015-03-10 12:14:58,0,1,5,10
352317050083478,0.0125,98,0.0,17.22222222222222,1.1151079136690647,1.0,46.333333333333336,3,44.747439405326126,20,2015-04-30 10:11:59,2015-04-30 10:12:44,2015-05-05 10:11:59,2015-05-15 10:11:59,0,1,5,10
352317050127507,0.0,227,0.0,0.0,0.0,0.0,227.0,1,0.0,227,2015-08-08 07:35:50,2015-08-08 07:35:50,2015-08-13 07:35:50,2015-08-23 07:35:50,0,1,5,10
352317050128125,0.0,60,0.0,0.0,0.0,0.0,60.0,1,0.0,60,2015-12-25 05:46:47,2015-12-25 05:46:47,2015-12-30 05:46:47,2016-01-09 05:46:47,0,1,5,10
352317050136482,0.0,86,0.0,0.0,0.0,0.0,86.0,1,0.0,86,2015-06-13 06:56:08,2015-06-13 06:56:08,2015-06-18 06:56:08,2015-06-28 06:56:08,0,1,5,10
352317050174467,0.009444444444444445,50,0.5,12.5,1.0,1.0,25.0,2,35.35533905932738,0,2016-04-07 12:51:55,2016-04-07 12:52:29,2016-04-12 12:51:55,2016-04-22 12:51:55,7,0,5,10
352317050179821,0.019444444444444445,21,0.0,0.7777777777777773,0.12499999999999993,1.0,18.666666666666668,3,4.041451884327381,14,2015-03-21 04:09:04,2015-03-21 04:10:14,2015-03-26 04:09:04,2015-04-05 04:09:04,0,1,5,10
352317050201583,0.011666666666666667,44,0.0,4.444444444444444,0.4347826086956521,1.0,30.666666666666668,3,11.590225767142472,23,2016-02-16 09:47:48,2016-02-16 09:48:30,2016-02-21 09:47:48,2016-03-02 09:47:48,0,1,5,10
352317050203274,81.33027777777778,555,0.8181818181818182,28.04132231404959,1.2511061946902657,0.9,246.54545454545453,11,176.79556761206638,21,2015-01-18 05:41:44,2015-01-21 15:01:33,2015-01-23 05:41:44,2015-02-02 05:41:44,1,0,5,10
352317050272261,95.29083333333334,826,0.796875,9.55078125,2.8463329452852153,0.9841269841269841,214.75,64,188.61575957990564,0,2015-03-19 16:24:36,2015-03-23 15:42:03,2015-03-24 16:24:36,2015-04-03 16:24:36,1,0,5,10
352317050356726,0.014722222222222222,55,0.0,10.5,0.6176470588235294,1.0,34.0,2,29.698484809834994,13,2016-01-02 23:55:37,2016-01-02 23:56:30,2016-01-07 23:55:37,2016-01-17 23:55:37,0,1,5,10
352317050358623,12.895555555555555,198,0.0,22.8,1.3571428571428572,1.0,84.0,5,80.01249902359005,10,2015-02-12 23:22:54,2015-02-13 12:16:38,2015-02-17 23:22:54,2015-02-27 23:22:54,0,1,5,10
352317050392846,0.0,391,0.0,0.0,0.0,0.0,391.0,1,0.0,391,2015-12-24 23:08:41,2015-12-24 23:08:41,2015-12-29 23:08:41,2016-01-08 23:08:41,0,1,5,10
352317050453879,8.5425,499,0.5,33.359375,1.1497038233710286,1.0,232.125,8,154.278447249492,106,2015-03-21 02:00:37,2015-03-21 10:33:10,2015-03-26 02:00:37,2015-04-05 02:00:37,0,1,5,10
352317050469602,0.01611111111111111,51,0.0,0.0,0.0,1.0,51.0,2,0.0,51,2015-08-22 12:50:17,2015-08-22 12:51:15,2015-08-27 12:50:17,2015-09-06 12:50:17,0,1,5,10
352317050514902,0.0075,44,0.0,8.5,0.6296296296296297,1.0,27.0,2,24.041630560342615,10,2015-12-30 11:40:33,2015-12-30 11:41:00,2016-01-04 11:40:33,2016-01-14 11:40:33,0,1,5,10
352317050533506,0.059722222222222225,72,0.3333333333333333,11.444444444444445,0.9115044247787611,1.0,37.666666666666664,3,31.879983270593687,9,2015-02-01 08:14:57,2015-02-01 08:18:32,2015-02-06 08:14:57,2015-02-16 08:14:57,0,1,5,10
352317050606963,0.0,62,0.0,0.0,0.0,0.0,62.0,1,0.0,62,2015-03-22 06:20:52,2015-03-22 06:20:52,2015-03-27 06:20:52,2015-04-06 06:20:52,0,1,5,10
352317050638057,0.0,62,0.0,0.0,0.0,0.0,62.0,1,0.0,62,2015-09-13 13:51:11,2015-09-13 13:51:11,2015-09-18 13:51:11,2015-09-28 13:51:11,0,1,5,10
352317050638321,0.015277777777777777,45,0.6666666666666666,3.6666666666666665,0.3235294117647059,1.0,34.0,3,11.532562594670797,22,2015-11-05 13:28:18,2015-11-05 13:29:13,2015-11-10 13:28:18,2015-11-20 13:28:18,0,1,5,10
352317050656596,111.59138888888889,39,0.0,3.7777777777777772,0.4096385542168674,0.5,27.666666666666668,3,11.503622617824933,16,2015-01-17 10:18:03,2015-01-22 01:53:32,2015-01-22 10:18:03,2015-02-01 10:18:03,0,1,5,10
352317050727819,0.01888888888888889,124,0.5,22.5,0.569620253164557,1.0,79.0,2,63.63961030678928,34,2015-07-19 04:48:54,2015-07-19 04:50:02,2015-07-24 04:48:54,2015-08-03 04:48:54,0,1,5,10
352317050763970,0.0525,321,0.6,36.12,1.2863247863247862,1.0,140.4,5,123.07639903734591,3,2016-01-09 14:16:27,2016-01-09 14:19:36,2016-01-14 14:16:27,2016-01-24 14:16:27,0,1,5,10
352317050803909,0.06138888888888889,367,0.6,40.6,1.2378048780487805,1.0,164.0,5,128.23416081528353,62,2015-07-08 12:13:16,2015-07-08 12:16:57,2015-07-13 12:13:16,2015-07-23 12:13:16,0,1,5,10
352317050886516,101.30666666666667,356,0.3103448275862069,9.185493460166468,2.9722970373220465,0.9285714285714286,89.62068965517241,29,71.43999169787958,3,2015-04-06 07:15:55,2015-04-10 12:34:19,2015-04-11 07:15:55,2015-04-21 07:15:55,39,0,5,10
352317050918095,0.0,4,0.0,0.0,0.0,0.0,4.0,1,0.0,4,2015-05-31 06:40:27,2015-05-31 06:40:27,2015-06-05 06:40:27,2015-06-15 06:40:27,0,1,5,10
352317050923616,55.355555555555554,350,0.5,14.84765625,2.11284046692607,0.9333333333333333,112.4375,16,110.5507236520865,2,2015-02-01 03:52:14,2015-02-03 11:13:34,2015-02-06 03:52:14,2015-02-16 03:52:14,1,0,5,10
352317050931502,0.0,258,0.0,0.0,0.0,0.0,258.0,1,0.0,258,2015-03-20 00:02:23,2015-03-20 00:02:23,2015-03-25 00:02:23,2015-04-04 00:02:23,0,1,5,10
352317051033928,24.665555555555557,260,0.6666666666666666,48.0,1.2413793103448276,0.5,116.0,3,125.49103553640794,30,2015-07-15 17:02:54,2015-07-16 17:42:50,2015-07-20 17:02:54,2015-07-30 17:02:54,0,1,5,10
352317051159236,101.8561111111111,48,0.6666666666666666,7.666666666666667,0.92,0.5,25.0,3,19.924858845171276,13,2015-04-10 04:02:02,2015-04-14 09:53:24,2015-04-15 04:02:02,2015-04-25 04:02:02,0,1,5,10
352317051283770,88.42305555555555,1908,0.8686868686868687,15.649525558616467,4.319253189152657,1.0,358.6969696969697,99,370.77972047183556,1,2015-07-03 12:55:48,2015-07-07 05:21:11,2015-07-08 12:55:48,2015-07-18 12:55:48,3,0,5,10
352317051286161,0.007222222222222222,156,0.0,38.25,0.9622641509433962,1.0,79.5,2,108.18733752154178,3,2015-01-17 07:19:03,2015-01-17 07:19:29,2015-01-22 07:19:03,2015-02-01 07:19:03,0,1,5,10
352317051391540,0.0,91,0.0,0.0,0.0,0.0,91.0,1,0.0,91,2015-01-15 09:09:26,2015-01-15 09:09:26,2015-01-20 09:09:26,2015-01-30 09:09:26,0,1,5,10
352317051490425,0.010555555555555556,35,0.5,3.5,0.25,1.0,28.0,2,9.899494936611665,21,2015-04-11 11:38:29,2015-04-11 11:39:07,2015-04-16 11:38:29,2015-04-26 11:38:29,0,1,5,10
352317051521484,0.0,13,0.0,0.0,0.0,0.0,13.0,1,0.0,13,2015-05-15 23:52:04,2015-05-15 23:52:04,2015-05-20 23:52:04,2015-05-30 23:52:04,0,1,5,10
352317051593343,0.018333333333333333,219,0.5,48.0,0.7804878048780488,1.0,123.0,2,135.7645019878171,27,2016-02-12 03:50:56,2016-02-12 03:52:02,2016-02-17 03:50:56,2016-02-27 03:50:56,0,1,5,10
352317051606921,48.04638888888889,148,0.6666666666666666,16.0,0.48,0.5,100.0,3,43.55456348076513,63,2015-06-01 12:15:26,2015-06-03 12:18:13,2015-06-06 12:15:26,2015-06-16 12:15:26,1,0,5,10
352317051611376,0.6608333333333334,7,0.5,1.25,0.5555555555555556,1.0,4.5,2,3.5355339059327378,2,2015-06-15 11:06:08,2015-06-15 11:45:47,2015-06-20 11:06:08,2015-06-30 11:06:08,0,1,5,10
352317051643809,0.009444444444444445,24,0.5,4.75,0.6551724137931034,1.0,14.5,2,13.435028842544403,5,2015-05-25 07:49:03,2015-05-25 07:49:37,2015-05-30 07:49:03,2015-06-09 07:49:03,0,1,5,10
352317051647172,0.012222222222222223,112,0.5,13.25,0.30994152046783624,1.0,85.5,2,37.476659402887016,59,2016-02-05 13:26:59,2016-02-05 13:27:43,2016-02-10 13:26:59,2016-02-20 13:26:59,0,1,5,10
352317051736231,31.505,31,0.0,3.5,0.2916666666666667,0.0,24.0,2,9.899494936611665,17,2016-02-14 22:53:10,2016-02-16 06:23:28,2016-02-19 22:53:10,2016-02-29 22:53:10,0,1,5,10
352317051765107,118.25305555555556,1235,0.9312169312169312,5.431902802273172,4.926946320654105,0.9946808510638298,208.37037037037038,189,204.9677981204644,0,2015-04-30 08:48:04,2015-05-05 07:03:15,2015-05-05 08:48:04,2015-05-15 08:48:04,76,0,5,10
